Index,0:？,1:？
11,TEXT_FESEST303_02423_SEQ_11,
12,TEXT_FESEST303_02423_SEQ_12,
13,TEXT_FESEST303_02423_SEQ_13,
14,TEXT_FESEST303_02423_SEQ_14,
15,TEXT_FESEST303_02423_SEQ_15,
16,TEXT_FESEST303_02423_SEQ_16,
17,TEXT_FESEST303_02423_SEQ_17,
18,TEXT_FESEST303_02423_SEQ_18,
19,TEXT_FESEST303_02423_SEQ_19,
20,TEXT_FESEST303_02423_SEQ_20,
21,TEXT_FESEST303_02423_SEQ_21,
22,TEXT_FESEST303_02423_SEQ_22,
23,TEXT_FESEST303_02423_SEQ_23,
24,TEXT_FESEST303_02423_TODO_00,和格里达尼亚的吉莉·阿里亚珀对话
25,TEXT_FESEST303_02423_TODO_01,对里吉做“安抚”的情感动作
26,TEXT_FESEST303_02423_TODO_02,和林场水车的诺诺塔对话
27,TEXT_FESEST303_02423_TODO_03,和莫特对话
28,TEXT_FESEST303_02423_TODO_04,骑着彩蛋系统对里吉使用陆行鸟玩偶<br>获取{{EventItem|2002054|0}}
29,TEXT_FESEST303_02423_TODO_05,再次骑着彩蛋系统对里吉使用陆行鸟玩偶<br>获取{{EventItem|2002054|0}}
30,TEXT_FESEST303_02423_TODO_06,再一次骑着彩蛋系统对里吉使用陆行鸟玩偶<br>获取{{EventItem|2002054|0}}
31,TEXT_FESEST303_02423_TODO_07,将{{EventItem|2002055|0}}交给诺诺塔
32,TEXT_FESEST303_02423_TODO_08,
33,TEXT_FESEST303_02423_TODO_09,
34,TEXT_FESEST303_02423_TODO_10,
35,TEXT_FESEST303_02423_TODO_11,
36,TEXT_FESEST303_02423_TODO_12,
37,TEXT_FESEST303_02423_TODO_13,
38,TEXT_FESEST303_02423_TODO_14,
39,TEXT_FESEST303_02423_TODO_15,
40,TEXT_FESEST303_02423_TODO_16,
41,TEXT_FESEST303_02423_TODO_17,
42,TEXT_FESEST303_02423_TODO_18,
43,TEXT_FESEST303_02423_TODO_19,
44,TEXT_FESEST303_02423_TODO_20,
45,TEXT_FESEST303_02423_TODO_21,
46,TEXT_FESEST303_02423_TODO_22,
47,TEXT_FESEST303_02423_TODO_23,
48,TEXT_FESEST303_02423_NONOTTA_000_000,……冒险者！<br>你要来帮诺诺塔吗？<br>谢谢你，这样诺诺塔就心里有底多了！
49,TEXT_FESEST303_02423_NONOTTA_000_001,魔石精在城里引起了骚乱，<br>还被误认为是彩蛋狩猎的活动，现在城里一片混乱！<br>搞不好活动会被要求中止……
50,TEXT_FESEST303_02423_NONOTTA_000_002,总之，我们一起到格里达尼亚去吧！<br>诺诺塔想先确认下情况，先去找小吉莉问一下吧！
51,TEXT_FESEST303_02423_JIHLIALIAPOH_000_010,啊，<name:玩家全名>！<br>我听小诺说了！
52,TEXT_FESEST303_02423_JIHLIALIAPOH_000_011,的确是有一只骑着巨石的魔石精出现，<br>它到处吓唬人，引起了大骚乱呢！<br>还有人误认为那是我们活动的一个环节，真是乱作一团！
53,TEXT_FESEST303_02423_JIHLIALIAPOH_000_012,鬼哭队的人在听闻这场骚乱后也非常生气，<br>再这样下去说不定会在城里开战呢！<br>我们得赶紧让魔石精冷静下来才行！
54,TEXT_FESEST303_02423_JIHLIALIAPOH_000_013,那只叫“里吉”的魔石精现在正在格雷洛姆农场。<br>能拜托你去“安抚”一下它吗？<br>我也会去的……拜托了！
55,TEXT_FESEST303_02423_NONOTTA_000_015,冒险者！<br>诺诺塔已经跟小吉莉说了那只魔石精的事了！<br>你去找小吉莉了解一下详情吧！
56,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_020,咿叽叽……里吉、生气惹！<br>气葱葱、气葱葱！
57,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_025,咿叽叽……里吉、妹有错！<br>子素、魔仿、里！
58,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_026,里坐、大采旦！<br>里吉坐、大西头！<br>一样、一样、一样哒！
59,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_027,吓唬、里们、楞类！<br>楞类、开森的、笑啦！<br>里吉、魔仿、里！
60,TEXT_FESEST303_02423_NONOTTA_000_028,冒险者，看来里吉只是在模仿你啊。<br>它吓唬人似乎也并没有恶意……
61,TEXT_FESEST303_02423_JIHLIALIAPOH_000_029,对了！<br>小里吉也来和我们一起玩吧！<br>大家一定会很开心的！
62,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_030,里吉、一起玩！<br>和楞类、一起玩！
63,TEXT_FESEST303_02423_JIHLIALIAPOH_000_031,嗯嗯，大家一起玩才热闹嘛！<br>但是，在城里闹太危险，而且还有人会害怕！<br>大家一起去林场水车吧！
64,TEXT_FESEST303_02423_NONOTTA_000_032,那诺诺塔和其他人去准备。<br>冒险者，你待会也来林场水车吧！<br>诺诺塔会给你讲解一下怎么玩的！
65,TEXT_FESEST303_02423_JIHLIALIAPOH_000_035,小里吉看上去很生气呢……<br><name:玩家全名>，你能和我一起“安抚”一下它吗？
66,TEXT_FESEST303_02423_NONOTTA_000_036,呜哇……里吉非常生气。<br>冒险者，你也去“安抚”一下它吧！
67,TEXT_FESEST303_02423_NONOTTA_000_040,冒险者，你来了啊！<br>里吉已经在森林中玩起来了。<br>参加活动的人也都在帮助我们！
68,TEXT_FESEST303_02423_NONOTTA_000_041,刚刚里吉还在吓唬大家呢，<br>不过现在希望大家能吓唬它！
69,TEXT_FESEST303_02423_NONOTTA_000_042,但是大家看上去都挺喜欢里吉的……<br>说“这么简单吓唬就太没意思了！”，<br>然后就把里吉藏到森林里了！
70,TEXT_FESEST303_02423_NONOTTA_000_043,冒险者，不好意思，<br>请你去找出藏在森林里的里吉，吓唬它吧！
71,TEXT_FESEST303_02423_NONOTTA_000_044,（★未使用／预计删除★）
72,TEXT_FESEST303_02423_NONOTTA_000_045,对了，诺诺塔也让里吉拿着{{EventItem|2002055|0}}了，<br>只要吓唬它就能得到哦！<br>加上之前的那些，一定可以交换到豪华的礼品的！
73,TEXT_FESEST303_02423_NONOTTA_000_046,那你就先去找小莫，<br>骑上彩蛋系统吧！
74,TEXT_FESEST303_02423_JIHLIALIAPOH_000_048,<name:玩家全名>，感谢你能过来！<br>因为要和里吉一起玩，<br>所以你先去找诺诺塔问一下怎么玩吧！
75,TEXT_FESEST303_02423_MOTTE_000_050,彩蛋～彩蛋～七彩蛋～<br>我已经听诺诺塔说了哦！<br>那就让你骑上彩蛋系统吧！
76,TEXT_FESEST303_02423_MOTTE_000_051,里吉拿着3个彩蛋，<br>所以你就用陆行鸟玩偶吓它3次吧！<br>吓完之后就回到诺诺塔那里去！
77,TEXT_FESEST303_02423_NONOTTA_000_055,冒险者，怎么了？<br>要坐彩蛋系统的话得去找莫特才行！
78,TEXT_FESEST303_02423_JIHLIALIAPOH_000_056,你已经听小诺说了怎么玩了吗？<br>那你就去找小莫坐上彩蛋系统吧！
79,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_060,咿叽叽叽！<br>早到了！<br>那兹鸟、吓一跳、开森！
80,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_061,采旦、给里！<br>还要、还要藏！
81,TEXT_FESEST303_02423_JIHLIALIAPOH_000_065,咦，你没有坐上彩蛋系统吗？<br>那可以去找小莫。<br>尽情吓唬小里吉吧！
82,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_066,咿叽叽……<br>不吓楞、早不到！<br>不吓楞、不给采旦！
83,TEXT_FESEST303_02423_NONOTTA_000_067,啊，你从彩蛋系统上下来了吗？<br>那可以再找小莫坐一次！<br>尽情吓唬小里吉吧！
84,TEXT_FESEST303_02423_MOTTE_000_070,咦，不小心从彩蛋系统下来了？<br>那就再让你坐一次吧！<br>嘿！
85,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_080,叽叽？！<br>又被、又被花现啦！<br>给里、采旦！
86,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_081,里吉、采旦、木了揍结束！<br>还有、1个、采旦！<br>下一次、绝对、不被花现！
87,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_090,咿叽叽！！<br>里吉、被花现！<br>里好厉害、找楞、好厉害！
88,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_091,最后、采旦、给里！<br>诺诺塔索、给里、采旦！<br>里吉、开森、蟹蟹！
89,TEXT_FESEST303_02423_NONOTTA_000_100,冒险者，你回来了！<br>那就把从里吉那里拿到的3个{{EventItem|2002055|0}}给诺诺塔吧！
90,TEXT_FESEST303_02423_NONOTTA_000_101,嗯，看来你和里吉玩得很开心！<br>里吉去叫其他人过来了，<br>请你再稍等一下哦！
91,TEXT_FESEST303_02423_JIHLIALIAPOH_000_105,真是太感谢你了，<name:玩家全名>！<br>我做梦也没想到能够交到小里吉这个新朋友！
92,TEXT_FESEST303_02423_NONOTTA_000_106,嗯？梦……梦……这样啊，原来是这么回事！<br>小诺、<name:玩家全名>！<br>陆行鸟生出的宝石其实就是小里吉啊！
93,TEXT_FESEST303_02423_NONOTTA_000_107,咦、咦——？！
94,TEXT_FESEST303_02423_JIHLIALIAPOH_000_108,你们看，小里吉骑着的那块石头多漂亮！<br>而且小里吉和一起玩的人露出的笑颜是那么闪耀！
95,TEXT_FESEST303_02423_JIHLIALIAPOH_000_109,我的梦又成真了！<br>这都是多亏了你，<name:玩家全名>！
96,TEXT_FESEST303_02423_NONOTTA_000_110,……啊，对了！<br>小吉莉，你听我说！<br>冒险者也已经收集到很多{{EventItem|2002055|0}}了！
97,TEXT_FESEST303_02423_JIHLIALIAPOH_000_111,啊，真的好多！<br>但是，得到冒险者这么多帮助，得送一些更好的东西才行……<br>那就把那个彩蛋系统给你吧！
98,TEXT_FESEST303_02423_NONOTTA_000_112,诶、诶？！<br>小吉莉，这可不太好办啊！<br>那可是诺诺塔和其他人精心制作出……啊。
99,TEXT_FESEST303_02423_NONOTTA_000_113,啊哇哇哇哇！<br>小吉莉！<br>诺诺塔刚刚什么都没说、不是那样的，不对不对！
100,TEXT_FESEST303_02423_JIHLIALIAPOH_000_114,小诺……你们好厉害！<br>竟然能做出那种不可思议的彩蛋！
101,TEXT_FESEST303_02423_NONOTTA_000_115,咦，小吉莉？<br>彩蛋系统是诺诺塔和其他人做出来的，<br>不是贤者大人的礼物，这样也行吗？
102,TEXT_FESEST303_02423_JIHLIALIAPOH_000_116,啊，就算是小诺制作的，<br>那也可以说是贤者大人的指引吧？<br>谢谢你们做出来这个！
103,TEXT_FESEST303_02423_NONOTTA_000_117,小、小吉莉！<br>我们怎么都找不到可以悬浮在空中的彩蛋，<br>为了不让小吉莉那么伤心，就拼命做出来了！
104,TEXT_FESEST303_02423_JIHLIALIAPOH_000_118,小诺……谢谢你们！<br>不过我还是想把彩蛋系统送给<name:玩家全名>。<br>因为是<if (<param:性别> 她) { 他 }>帮我们找到宝石的！
105,TEXT_FESEST303_02423_NONOTTA_000_119,小吉莉……<br>嗯，我懂了！<br>那就把彩蛋系统托付给冒险者了！
106,TEXT_FESEST303_02423_STONESPRIGGAN02423_000_120,（★未使用／预计删除★）
107,TEXT_FESEST303_02423_JIHLIALIAPOH_000_121,<name:玩家全名>也是我们重要的朋友！<br>对于我来说，就像是一颗巨大的宝石……<br>不，要比宝石更加更加重要！
108,TEXT_FESEST303_02423_JIHLIALIAPOH_000_122,<name:玩家全名>，请你好好珍惜小诺他们制作的彩蛋系统！<br>谢谢你让我的梦境成真！
109,TEXT_FESEST303_02423_MOTTE_000_125,虽然我们把里吉藏起来了，不过好像被你找到了啊！<br>你要是收集到3个{{EventItem|2002055|0}}，<br>就把它们交给诺诺塔吧！
110,TEXT_FESEST303_02423_JIHLIALIAPOH_000_126,我在这里都听到小里吉开心的笑声了！<br>要是收集完3个{{EventItem|2002055|0}}了，<br>就把它们拿给小诺吧！
