Index,0:？,1:？
37,TEXT_FESXMS502_03723_TODO_13,
38,TEXT_FESXMS502_03723_TODO_14,
39,TEXT_FESXMS502_03723_TODO_15,
40,TEXT_FESXMS502_03723_TODO_16,
41,TEXT_FESXMS502_03723_TODO_17,
42,TEXT_FESXMS502_03723_TODO_18,
43,TEXT_FESXMS502_03723_TODO_19,
44,TEXT_FESXMS502_03723_TODO_20,
45,TEXT_FESXMS502_03723_TODO_21,
46,TEXT_FESXMS502_03723_TODO_22,
47,TEXT_FESXMS502_03723_TODO_23,
48,TEXT_FESXMS502_03723_AMHGARANJY_000_000,拉尔顿夫还有其他人似乎都已经准备好了。<br>只要你一发话，随时都可以登上舞台！
49,TEXT_FESXMS502_03723_AMHGARANJY_000_001,一边执行警备任务，一边在音乐会中惊喜登场，<br>真是绝妙的安排！
50,TEXT_FESXMS502_03723_AMHGARANJY_000_002,为了向负责指挥的冒险者表示感谢，<br>特别赠予你一张可以用来交换<br>黑兔堂提供给星芒节的商品的特别证书！
51,TEXT_FESXMS502_03723_AMHGARANJY_000_003,言归正传，音乐会的目的<br>当然是博得观众们的欢乐。
52,TEXT_FESXMS502_03723_AMHGARANJY_000_004,要是因为太过无聊，导致观众中途就回去了，<br>那就无法给孩子们带去笑容了。
53,TEXT_FESXMS502_03723_AMHGARANJY_000_005,因此冒险者的指挥是非常重要的。<br>歌手和陆行鸟会跟着你的指挥唱歌，<br>请你掌握好节奏。
54,TEXT_FESXMS502_03723_AMHGARANJY_000_006,那么等冒险者做好准备之后，<br>就去跟“内向的星芒节执行委员”<br>或者是“热血的星芒节执行委员”打声招呼吧。
55,TEXT_FESXMS502_03723_AMHGARANJY_000_007,这二人负责管理观众的出入……<br>不过如果是去找热血的星芒节执行委员的话，<br>需要稍微注意一下。
56,TEXT_FESXMS502_03723_AMHGARANJY_000_008,那个人非常热情，就是话有点多。<br>这次也可能逢人就宣扬有不得了的惊喜，<br>不停地招揽观众呢……
57,TEXT_FESXMS502_03723_AMHGARANJY_000_009,这样一来为了不辜负观众们的期待，<br>对于演奏方面的要求也就更高了。<br>如果即便如此你也很有信心的话，那就没问题了。
58,TEXT_FESXMS502_03723_AMHGARANJY_000_010,等你准备好之后就可以开始公演了。<br>虽然有点仓促，不过还请加油吧！
59,TEXT_FESXMS502_03723_SYSTEM_000_011,音乐会的难度与报酬<br>会根据接受任务前选择的星芒节执行委员而变化。<br>选择适合自己的难度吧！
60,TEXT_FESXMS502_03723_AMHGARANJY_000_015,那么等冒险者做好准备之后，<br>就去跟“内向的星芒节执行委员”<br>或者是“热血的星芒节执行委员”打声招呼吧。
61,TEXT_FESXMS502_03723_LEWIN_000_021,哼，我参加合唱就这么让人意外吗？<br>神勇队的使命可不仅在于讨伐森林的敌人。<br>就让我们用心来为孩子们带去笑容吧！
62,TEXT_FESXMS502_03723_LUCIANE_000_022,弓箭手行会与神勇队关系匪浅……<br>此次合唱也是展现两者关系的好机会。
63,TEXT_FESXMS502_03723_MIAHMOLKOT_000_023,参加星芒节的音乐会可是机密任务喵。<br>就好好期待我这能让哭泣的孩子收声的美妙歌声吧！
64,TEXT_FESXMS502_03723_PIERS_000_024,见到拉尔顿夫了吗？<br>演出临近，连我们都紧张起来了！
65,TEXT_FESXMS502_03723_COMMITTEE03723A_000_030,啊，是音乐会的指挥家啊！<br>我一直在等你过来。<br>会场的准备马上就好了，请你稍等一下。
66,TEXT_FESXMS502_03723_COMMITTEE03723A_000_031,此次也是由你负责指挥啊！<br>我一直在等你过来。<br>会场的准备马上就好了，请你稍等一下。
67,TEXT_FESXMS502_03723_SYSTEM_000_032,通过这位星芒节执行委员，可以参加普通难度的音乐会。<br>成功完成后，将会获得2张{{Item|28649|0}}。
68,TEXT_FESXMS502_03723_SYSTEM_000_033,与普通难度的音乐会相比<br>通过“热血的星芒节执行委员”参加的困难难度音乐会，<br>在最终获得的报酬数量上会有所不同，请多留意。
69,TEXT_FESXMS502_03723_Q1_000_000,要开始参加“圣夜的音乐会（普通难度）”吗？<br>成功完成后，将会获得2张{{Item|28649|0}}。
70,TEXT_FESXMS502_03723_A1_000_001,参加音乐会
71,TEXT_FESXMS502_03723_A1_000_002,稍等一下
72,TEXT_FESXMS502_03723_COMMITTEE03723A_000_034,哎呀，真是遗憾……<br>如果你准备好了，就再次跟我说一声吧。
73,TEXT_FESXMS502_03723_SYSTEM_000_035,“圣夜的音乐会”中，<br>在画面上会随着节奏显示出提示符。<br>抓对时机按下按键，让音乐会取得圆满成功吧！
74,TEXT_FESXMS502_03723_SYSTEM_000_036,左边的通常提示符：需要在光圈与提示符重合时单击按键<br>中央的连击提示符：需要重合之后在一定时间内连击按键<br>右边的长按提示符：需要重合之后在一定时间内长按按键
75,TEXT_FESXMS502_03723_SYSTEM_000_037,可用的按键如下：
76,TEXT_FESXMS502_03723_SYSTEM_000_038,<if (<param:81> == 0) { 鼠标：在画面上任意位置点击鼠标左键或鼠标右键<br>键盘：点击键盘上alt等特殊键之外的正常英文字母等标准按键<br>此外，在音乐会途中将无法使用直接聊天模式。 } else { <if (<param:操作方式> > 0) { 手柄 } else { 手柄 }>：按下除{{fonticon|18|t=30}}以外的所有按键皆可　{{fonticon|7|t=30}} {{fonticon|8|t=30}} {{fonticon|9|t=30}} {{fonticon|10|t=30}} {{fonticon|11|t=30}}等 }>
77,TEXT_FESXMS502_03723_SYSTEM_000_039,通过按下<if (<param:79> == 3) { esc } else { Esc }>键或者{{fonticon|18|t=30}}键，<br>可以在中途结束圣夜的音乐会。
78,TEXT_FESXMS502_03723_SYSTEM_000_040,如果没有准确地配合音符按下按键，<br>观众的满足度就会减少。
79,TEXT_FESXMS502_03723_SYSTEM_000_041,当观众的满足度减少到0时，虽然可以继续完成演奏，<br>但圣夜的音乐会则被视为失败。
80,TEXT_FESXMS502_03723_SYSTEM_000_042,如果途中放弃或者演奏失败时，<br>只需和“内向的星芒节执行委员”或者<br>“热血的星芒节执行委员”对话，即可再次进行挑战。
81,TEXT_FESXMS502_03723_COMMITTEE03723A_000_045,辛苦了。<br>我认真地观看了你刚才的英姿哦。<br>观众们看起来也很高兴，真是太好了。
82,TEXT_FESXMS502_03723_COMMITTEE03723A_000_046,那孩子……是叫纳利蓬克对吧？<br>不知道有没有感到很开心呢？<br>去问问看他觉得自己父亲的歌唱得怎么样吧！
83,TEXT_FESXMS502_03723_AMHGARANJY_000_050,真是精彩的合唱！<br>快去问问纳利蓬克的感想吧！
84,TEXT_FESXMS502_03723_LEWIN_000_051,好久没受他人指挥了，还挺紧张的。<br>感觉神勇队的合唱怎么样？
85,TEXT_FESXMS502_03723_LUCIANE_000_052,用歌唱的力量让人们获得幸福感觉也不错啊。<br>感觉多少能够了解一些<br>选择成为吟游诗人的那个人的心情了。
86,TEXT_FESXMS502_03723_MIAHMOLKOT_000_053,你这是什喵表情？<br>即使是在星芒节期间，警备过程中我也是不会唱歌的喵！
87,TEXT_FESXMS502_03723_MIAHMOLKOT_000_054,……嗯，唱歌的时候<br>我是不会发出“喵”的音的……
88,TEXT_FESXMS502_03723_COMMITTEE03723B_000_060,指挥家，我可等你好久了！<br>我可是拉来了很多的观众哦！<br>所有人都期待着呢，请你加把劲吧！
89,TEXT_FESXMS502_03723_COMMITTEE03723B_000_061,哎呀，这次也是你负责指挥啊！<br>我可是拉来了很多的观众哦！<br>所有人都期待着呢，请你加把劲吧！
90,TEXT_FESXMS502_03723_SYSTEM_000_062,通过这位星芒节执行委员，可以参加困难难度的音乐会。<br>成功完成后，将会获得3张{{Item|28649|0}}。
91,TEXT_FESXMS502_03723_SYSTEM_000_063,与困难难度的音乐会相比<br>通过“内向的星芒节执行委员”参加的普通难度音乐会，<br>在最终获得的报酬数量上会有所不同，请多留意。
92,TEXT_FESXMS502_03723_Q2_000_000,要开始参加“圣夜的音乐会（困难难度）”吗？<br>成功完成后，将会获得3张{{Item|28649|0}}。
93,TEXT_FESXMS502_03723_A2_000_001,参加音乐会
94,TEXT_FESXMS502_03723_A2_000_002,稍等一下
95,TEXT_FESXMS502_03723_COMMITTEE03723B_000_064,什么呀……<br>你还没准备好啊……<br>你要是准备好了，就再跟我说一声！
96,TEXT_FESXMS502_03723_SYSTEM_000_065,“圣夜的音乐会”中，<br>在画面上会随着节奏显示出提示符。<br>抓对时机按下按键，让音乐会取得圆满成功吧！
97,TEXT_FESXMS502_03723_SYSTEM_000_066,左边的通常提示符：需要在光圈与提示符重合时单击按键<br>中央的连击提示符：需要重合之后在一定时间内连击按键<br>右边的长按提示符：需要重合之后在一定时间内长按按键
98,TEXT_FESXMS502_03723_SYSTEM_000_067,可用的按键如下：
99,TEXT_FESXMS502_03723_SYSTEM_000_068,<if (<param:81> == 0) { 鼠标：在画面上任意位置点击鼠标左键或鼠标右键<br>键盘：点击键盘上alt等特殊键之外的正常英文字母等标准按键<br>此外，在音乐会途中将无法使用直接聊天模式。 } else { <if (<param:操作方式> > 0) { 手柄 } else { 手柄 }>：按下除{{fonticon|18|t=30}}以外的所有按键皆可　{{fonticon|7|t=30}} {{fonticon|8|t=30}} {{fonticon|9|t=30}} {{fonticon|10|t=30}} {{fonticon|11|t=30}}等 }>
100,TEXT_FESXMS502_03723_SYSTEM_000_069,通过按下<if (<param:79> == 3) { esc } else { Esc }>键或者{{fonticon|18|t=30}}键，<br>可以在中途结束圣夜的音乐会。
101,TEXT_FESXMS502_03723_SYSTEM_000_070,如果没有准确地配合音符按下按键，<br>观众的满足度就会减少。
102,TEXT_FESXMS502_03723_SYSTEM_000_071,当观众的满足度减少到0时，虽然可以继续完成演奏，<br>但圣夜的音乐会则被视为失败。
103,TEXT_FESXMS502_03723_SYSTEM_000_072,如果途中放弃或者演奏失败时，<br>只需和“内向的星芒节执行委员”或者<br>“热血的星芒节执行委员”对话，即可再次进行挑战。
104,TEXT_FESXMS502_03723_COMMITTEE03723B_000_075,你可真厉害啊！<br>在这么多的观众面前居然毫无动摇，<br>将音乐会举办成功了！
105,TEXT_FESXMS502_03723_COMMITTEE03723B_000_076,就连纳利蓬克都露出了笑容！<br>去问问他觉得自己的父亲唱得怎么样吧！
106,TEXT_FESXMS502_03723_NALIPPONCQUE_000_090,好厉害！<br>我以前都不知道爸爸居然跟陆行鸟是好朋友！
107,TEXT_FESXMS502_03723_LARTONPHE_000_091,哈哈，这下开心了吧？<br>不枉我这么努力地练习。
108,TEXT_FESXMS502_03723_NALIPPONCQUE_000_092,咦？那爸爸最近一直没回家<br>是因为要为音乐会进行练习吗？
109,TEXT_FESXMS502_03723_LARTONPHE_000_093,啊啊，是为了给你一个惊喜所以才说了谎。<br>另外之前让你孤独了这么久，<br>请你原谅我……对不起。
110,TEXT_FESXMS502_03723_NALIPPONCQUE_000_094,虽然的确有点孤独，不过已经没事了。<br>今后爸爸可以陪我一起玩了吧？<br>我好想骑乘那个陆行鸟啊！
111,TEXT_FESXMS502_03723_LARTONPHE_000_095,嗯，那就要看它愿不愿意了。<br>怎么样啊，陆行鸟？
112,TEXT_FESXMS502_03723_CHOCOBO_000_096,咕哎！
113,TEXT_FESXMS502_03723_LARTONPHE_000_097,它说可以。
114,TEXT_FESXMS502_03723_NALIPPONCQUE_000_098,太好了！
115,TEXT_FESXMS502_03723_FESGIRL_000_099,好羡慕啊！
116,TEXT_FESXMS502_03723_FESBOY_000_100,我也想骑陆行鸟！
117,TEXT_FESXMS502_03723_CHOCOBO_000_101,咕哎！
118,TEXT_FESXMS502_03723_LARTONPHE_000_102,大家都可以！
119,TEXT_FESXMS502_03723_FESGIRL_000_103,太好了！
120,TEXT_FESXMS502_03723_FESBOY_000_104,纳利蓬克的爸爸好厉害！
121,TEXT_FESXMS502_03723_NALIPPONCQUE_000_105,嘿嘿……
122,TEXT_FESXMS502_03723_NALIPPONCQUE_000_106,对了，爸爸。
123,TEXT_FESXMS502_03723_LARTONPHE_000_107,嗯？怎么了？
124,TEXT_FESXMS502_03723_NALIPPONCQUE_000_108,也教我唱歌吧！<br>我以前都不知道爸爸唱歌这么好听！
125,TEXT_FESXMS502_03723_LARTONPHE_000_109,我倒是可以教你，但唱歌其实并没有什么难的哦！<br>只要你能够用心去唱，就一定可以向他人传达心意……<br>也一定可以向陆行鸟传达心意。
126,TEXT_FESXMS502_03723_CHOCOBO_000_110,咕哎，咕哎！
127,TEXT_FESXMS502_03723_NALIPPONCQUE_000_111,哇！真的呢！<br>啊哈哈，陆行鸟，请多关照！
128,TEXT_FESXMS502_03723_LARTONPHE_000_120,歌真是个好东西。<br>可以打破世代乃至种族的界限。<br>请允许我再次向你表达谢意，非常感谢！
129,TEXT_FESXMS502_03723_NALIPPONCQUE_000_121,陆行鸟，你刚才表现得太棒了！<br>下次也和我一起歌唱吧！
130,TEXT_FESXMS502_03723_CHOCOBO_000_122,咕哎，咕哎！
131,TEXT_FESXMS502_03723_SYSTEM_000_123,陆行鸟似乎也很享受星芒节。
132,TEXT_FESXMS502_03723_COMMITTEE03723A_000_125,观众们“再来一曲”的呼声依然未绝啊。<br>去问问执行委员长阿姆·加兰基应该怎么办吧。
133,TEXT_FESXMS502_03723_COMMITTEE03723B_000_126,看来有必要回应一下观众们“再来一曲”的呼声啊。<br>快去问问执行委员长阿姆·加兰基应该怎么办吧！
134,TEXT_FESXMS502_03723_AMHGARANJY_000_130,原本在演出正式开始前<br>我还在担心神勇队的加入能否获得大家的认可，<br>但这反响比预想中的还要好，也让我松了一口气。
135,TEXT_FESXMS502_03723_AMHGARANJY_000_131,这也都是将拉尔顿夫父子和陆行鸟<br>紧密联系在一起的冒险者的功劳。<br>真的非常感谢！
136,TEXT_FESXMS502_03723_AMHGARANJY_000_132,演出好评如潮，<br>观众们都要求再来一曲呢。<br>冒险者如果不介意的话，请再来帮忙吧！
