Index,0:？,1:？
37,TEXT_GAIUSC604_01004_TODO_13,
38,TEXT_GAIUSC604_01004_TODO_14,
39,TEXT_GAIUSC604_01004_TODO_15,
40,TEXT_GAIUSC604_01004_TODO_16,
41,TEXT_GAIUSC604_01004_TODO_17,
42,TEXT_GAIUSC604_01004_TODO_18,
43,TEXT_GAIUSC604_01004_TODO_19,
44,TEXT_GAIUSC604_01004_TODO_20,
45,TEXT_GAIUSC604_01004_TODO_21,
46,TEXT_GAIUSC604_01004_TODO_22,
47,TEXT_GAIUSC604_01004_TODO_23,
48,TEXT_GAIUSC604_01004_GLAUMUNT_000_000,好了，准备都做得差不多了……<br>夺取魔导装甲的计划也刚制定好。<br>我接下来说的话你要听好了。
49,TEXT_GAIUSC604_01004_GLAUMUNT_000_001,在帝国中央堡周边负责警戒的巡逻部队，<br>配备有很多魔导装甲。
50,TEXT_GAIUSC604_01004_GLAUMUNT_000_002,但是他们的进出时间不固定，<br>并且很少会行进到丧灵钟这边。<br>最近他们虽然加强了戒备，但这情况并没有什么变化。
51,TEXT_GAIUSC604_01004_GLAUMUNT_000_003,不久前，我们故意匿名散布了假消息给帝国，<br>说有危险分子盯上了帝国中央堡。<br>他们应该会因此而加强巡逻的频度。
52,TEXT_GAIUSC604_01004_GLAUMUNT_000_004,我希望你能假扮成帝国兵，接近这些巡逻部队，<br>故意告诉他们这边有可疑的家伙。<br>尽可能地把他们引诱到这附近来。
53,TEXT_GAIUSC604_01004_GLAUMUNT_000_005,然后点起帝国式烽火，<br>察觉到紧急事态的巡逻部队肯定会马不停蹄地赶来。
54,TEXT_GAIUSC604_01004_GLAUMUNT_000_006,这就是我们发起袭击，夺取魔导装甲的机会。<br>……怎么样，这计谋是不是很诈啊？
55,TEXT_GAIUSC604_01004_GLAUMUNT_000_007,这是之前从那些家伙的货物里搞来的东西，<br>是用于点燃烽火的{{EventItem|2000771|0}}，<br>你拿去用吧。
56,TEXT_GAIUSC604_01004_GLAUMUNT_000_008,……啊，已经差不多是巡逻队出来的时间了。<br>快去吧！让我们大干一场，多抢几个！
57,TEXT_GAIUSC604_01004_NPCA_000_010,哦，在巡逻吗？<br>咱们都很辛苦啊。<br>真想赶紧完成任务，返回故乡啊。
58,TEXT_GAIUSC604_01004_NPCB_000_011,危险分子的事情只是个谣传吧？<br>怎么会有人蠢到想要袭击中央堡。
59,TEXT_GAIUSC604_01004_NPCC_000_012,喂喂！赶紧工作了！<br>只有赶快完成巡逻，才能早点回去啊！<br>快点，给我动起来！
60,TEXT_GAIUSC604_01004_NPCD_000_013,你知道我有多少零花钱吗？<br>把钱邮给乡下的老婆后，我手里就剩不下几个子儿了……<br>唉……警卫班真是好辛苦啊。
61,TEXT_GAIUSC604_01004_NPCE_000_014,过去上司曾经告诉我说……<br>加雷马帝国的力量，<br>是为了开辟未来之路而存在的。
62,TEXT_GAIUSC604_01004_NPCF_000_020,你是别动队的巡逻兵吗？辛苦了。<br>……怎么了？<br>在任务中会面要先敬礼，这是我们的规矩吧。
63,TEXT_GAIUSC604_01004_NPCF_000_025,冒险者……不对，是变装过的密探吗？<br>在任务中会面要先敬礼，这是我们的规矩吧。<br>你要是疏忽了可是会被怀疑的哦。
64,TEXT_GAIUSC604_01004_NPCF_000_030,巡逻任务辛苦了。<br>……什么，这一带有可疑的家伙？<br>说有危险分子的密告果然是真的吗。
65,TEXT_GAIUSC604_01004_NPCF_000_035,哦，果然是密探啊，辛苦你了。<br>……什么，这一带有可疑的家伙？<br>说有危险分子的密告果然是真的吗。
66,TEXT_GAIUSC604_01004_NPCF_000_031,如果你发现什么的话，记得使用{{EventItem|2000771|0}}。<br>我们会立刻赶到的。<br>那就拜托你继续巡逻了！
67,TEXT_GAIUSC604_01004_NPCF_000_040,……你在做什么啊。<br>在训练所里不是都操练到想吐吗？<br>这种时候要行“帝国式军礼”。
68,TEXT_GAIUSC604_01004_NPCF_000_050,如果你发现什么的话，记得使用{{EventItem|2000771|0}}。<br>我们会立刻赶到的。<br>那就拜托你继续巡逻了！
69,TEXT_GAIUSC604_01004_NPCA_000_055,你是什么人……啊，莫非是去刺探情报的？<br>看到冒险者堂堂正正地接近过来，<br>我还以为有什么事情呢。
70,TEXT_GAIUSC604_01004_NPCB_000_056,有什么事吗……
71,TEXT_GAIUSC604_01004_NPCC_000_057,嗯？！你是冒险者吗？<br>看到我们的制服的话，就赶紧识相地滚远点！<br>小心我把你当作危险分子抓起来哦！
72,TEXT_GAIUSC604_01004_NPCD_000_058,唉……
73,TEXT_GAIUSC604_01004_NPCE_000_059,前面就是我们加雷马帝国的要塞……<br>随便闯进去可不是闹着玩的哦。
74,TEXT_GAIUSC604_01004_DUMMY_000_060,（在指定地点使用发烟筒）
75,TEXT_GAIUSC604_01004_DUMMY_000_061,（Ｌｃｕｔ）
76,TEXT_GAIUSC604_01004_CID_000_090,哦，作战看起来进展顺利啊。<br>要夺取魔导装甲的话，<br>我想还是有个技术人员在场比较好。
77,TEXT_GAIUSC604_01004_CID_000_091,……快看。<br>好像是他们来了。
78,TEXT_GAIUSC604_01004_NPCF_000_100,这是……什么情况？<br>我还以为就是刚才报告中的危险分子……
79,TEXT_GAIUSC604_01004_NPCD_000_101,队长，看那边！
80,TEXT_GAIUSC604_01004_NPCF_000_102,你就是危险分子啊！<br>开出魔导装甲，干掉这家伙！
81,TEXT_GAIUSC604_01004_DUMMY_000_062,（ＱＩＢ）
82,TEXT_GAIUSC604_01004_CID_000_300,做得好！<br>魔导装甲是我们的了！
83,TEXT_GAIUSC604_01004_CID_000_301,……可是，这貌似有点做得过头了。
84,TEXT_GAIUSC604_01004_CID_000_302,比格斯，魏吉！<br>怎么样，能有什么办法吗？
85,TEXT_GAIUSC604_01004_BIGGS_000_303,虽然冒了很多烟，<br>不过这受损并不是很大。<br>应该能很快就修好。
86,TEXT_GAIUSC604_01004_WEDGE_000_304,可是“脚部”好像不能顺利动作，<br>有可能是内部的控制装置被破坏了。
87,TEXT_GAIUSC604_01004_BIGGS_000_305,这东西应该不是那么脆弱的，<br>可能正好打中它的“要害”了。
88,TEXT_GAIUSC604_01004_WEDGE_000_306,或许只是维护不妥呢。<br>……帝国的财政也很紧张吧？
89,TEXT_GAIUSC604_01004_BIGGS_000_307,……不管怎样，带回去好好研究吧。<br>魏吉，今晚要熬夜了哦！
90,TEXT_GAIUSC604_01004_WEDGE_000_308,……这工作真开心。
91,TEXT_GAIUSC604_01004_BIGGS_000_309,少抱怨！
92,TEXT_GAIUSC604_01004_CID_000_310,出了故障的话那就不能直接拿来执行潜入作战了，<br>把这东西带回丧灵钟，好好维修一番吧。
93,TEXT_GAIUSC604_01004_CID_000_311,我们先走一步。<br>你回去时也要小心啊。
94,TEXT_GAIUSC604_01004_CID_000_900,哟。你回来啦。<br>魔导装甲的损伤部位已经大致都检查了一遍了，<br>除去控制装置，其它没有什么大问题。
95,TEXT_GAIUSC604_01004_CID_000_901,交给比格斯和魏吉的话，<br>应该很快就能修好了。<br>那2人有了新“玩具”，都很开心呢。
96,TEXT_GAIUSC604_01004_SLAFBORN_000_950,夺取来的魔导装甲在这里面进行修理。<br>因为我们不知道何处会有帝国的眼线。<br>……你要进去吗？
97,TEXT_GAIUSC604_01004_EVENTAREA_WARP_YESNO_TITLE,要进入秘密工房吗？
98,TEXT_GAIUSC604_01004_EVENTAREA_WARP_YESNO_YES,是
99,TEXT_GAIUSC604_01004_EVENTAREA_WARP_YESNO_NO,否
100,TEXT_GAIUSC604_01004_QIB_TODO001,打倒魔导装甲和帝国兵！
101,TEXT_GAIUSC604_01004_CID_BATTLETALK_01,我也来帮忙！<br>要夺取魔导装甲的话，就要先停止它的运作。
102,TEXT_GAIUSC604_01004_CID_BATTLETALK_02,稍微有点故障也没关系。<br>干掉这些碍事的帝国兵后，就集中攻击魔导装甲吧！
103,TEXT_GAIUSC604_01004_IMPERIALSOLDIER_GAIUSC604_A_BATTLETALK_03,发现有小队正在交战，我们也上！
104,TEXT_GAIUSC604_01004_CID_BATTLETALK_04,喂喂，这对技术人员来说太辛苦了……
105,TEXT_GAIUSC604_01004_CID_BATTLETALK_05,魔导装甲的能量输出在提高？！<br>小心了，被攻击到的话会受重伤的！
106,TEXT_GAIUSC604_01004_CID_BATTLETALK_06,差不多了吧……在拆成废铁之前把它给停住！
107,TEXT_GAIUSC604_01004_CID_BATTLETALK_DEAD,抱歉……我太多管闲事了……
