Index,0:？,1:？
58,TEXT_BANIXA303_01516_DUVICAUROIX_000_065,最近和异邦人的生意来往也多了。<br>特别是高风飞行社的那个人，他可是个大客户啊……<br>他经常来我这里买酒，可能是为了御寒吧。
59,TEXT_BANIXA303_01516_TEMPLETON_000_090,什么？你想借用这里的设施？<br>要用{{EventItem|2001402|0}}代替使用费？<br>也不是不可以，那我就收下了……
60,TEXT_BANIXA303_01516_TEMPLETON_000_091,虽然这东西的触感不怎么样，<br>但保温效果却十分理想！<br>暂时先用这东西来抵御严寒吧！
61,TEXT_BANIXA303_01516_TEMPLETON_000_092,好了，我把保管的材料还给你。<br>你可以随意使用这个设备了！
62,TEXT_BANIXA303_01516_TEMPLETON_000_100,需要材料的时候，请找我。<br>还想使用设备的时候，也请找我！
63,TEXT_BANIXA303_01516_TEMPLETON_100_100,咦？你怎么还不去交货？<br>如果弄丢了制品，想重新制作的话，<br>就再来找我吧！
64,TEXT_BANIXA303_01516_ROZOLCATTLAN_000_130,制作出{{ItemHQ|8102|0}}了吗？<br>总让你去完成麻烦的工作，真是不好意思！
65,TEXT_BANIXA303_01516_ROZOLCATTLAN_000_131,啊……<if (<param:性别> 小姐) { 小哥 }>！这东西太完美了！<br>真是巧夺天工啊，你的手艺相当了得！<br>我代替实验场的所有鸟人，向你表示感谢！
66,TEXT_BANIXA303_01516_POPMESSAGE_000_200,制作设施已经准备就绪。
67,TEXT_BANIXA303_01516_SYSTEM_200_200,背包中留有在本次任务中制作出的普通品质道具。<br>这种道具无法使用也无法出售给商店，尽早扔掉吧。
