Index,0:？,1:？
29,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NO_REGISTRATION_2,可以使用部队战绩和住宅区管理人交换飞空艇登记票。
30,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NO_REGISTRATION_3,需要4种飞空艇配件，分别是：<br>船体、舾装、船头、船尾。<br>可以使用部队合建设备来制作。
31,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NO_ENERGY,飞空艇出港需要桶装青磷水。<br>可以使用部队战绩和住宅区管理人交换桶装青磷水。
32,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NO_EXPLOG_1,飞空艇探索结束后会发放远航报告。<br>可以以此确认各目的地的探索详情。
33,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NO_EXPLOG_2,远航报告中也记载着作为探索线索的情报。<br>试着提升飞空艇的装备，<br>立志完成更好的探索。
34,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NO_EXPLOG_3,另外，远航报告会保存最近一次的远航记录，<br>部队成员们一起来确认内容，<br>考虑接下来要制作的飞空艇配件吧。
35,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NO_REPAIR_ITEM,修理飞空艇配件需要魔导机械修理材料。
36,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_CONTENT_GUIDE,发现了通往“云冠群岛夜晚探索”的航道！<br>“云冠群岛夜晚探索”是高难度探索，会遇到等级较高的敌人。
37,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_AL_WAIT_CAUTION,
38,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_AL_WAIT_CANCEL,
39,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_AL_WAIT2,
40,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_AL_WAIT2_CONFIRM,
41,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_AL_WAIT2_YES,
42,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_AL_WAIT2_NO,
43,TEXT_CMNDEFCOMPANYCOMMANDERBOARD_00258_NOT_IMPLEMENTED_SORA2,目前通往云冠群岛的空路风脉紊乱，<br>无法进行探索。<br>请在风脉安定后再进行尝试。
