Index,0:？,1:？
84,TEXT_JOBDRK350_02055_FRAY_000_081,敌人的攻击十分强劲，<br>边想办法将伤害降低到最小，<br>边寻找时机展开攻势，赢得胜利。
85,TEXT_JOBDRK350_02055_FRAY_000_082,祝你成功！
86,TEXT_JOBDRK350_02055_FRAY_000_090,到了你展现暗黑骑士实力的时候了。<br>设置好{{EventItem|2001812|0}}，<br>打倒出现的{{BNpcName|4119|0}}。
87,TEXT_JOBDRK350_02055_FRAY_000_100,太漂亮了，<name:玩家全名>。<br>看来你的确比上次进步了不少。
88,TEXT_JOBDRK350_02055_FRAY_000_101,虽说暗黑骑士的本分是“守护”，<br>但一味防守，最后招架不住倒下的话，就太得不偿失了。
89,TEXT_JOBDRK350_02055_FRAY_000_102,如果你想守护重要的人，<br>那么如何看穿敌人的行动，将伤害减少到最小也是你需要去学习的。<br>当然，也需要学习如何使用暗黑之力。
90,TEXT_JOBDRK350_02055_FRAY_000_103,看样子现在可以举行仪式了。<br>不过我们还是先回小阿拉米格为好，<br>万一肉味把其他的野兽也吸引过来就糟了。
91,TEXT_JOBDRK350_02055_FRAY_000_110,那么，<br>现在就开始获得暗黑之力的仪式。
92,TEXT_JOBDRK350_02055_FRAY_000_111,说是仪式，不过很简单的。<br>你只需向我伸出手，闭上眼睛集中精神就可以了。<br>这样你的感情自然就会流露出来，力量也会随之涌现。
93,TEXT_JOBDRK350_02055_FRAY_000_112,如果能再听到之前的“声音”就好了……<br>总之准备好了后就试试吧。
94,TEXT_JOBDRK350_02055_SYSTEM_000_120,胸口快要炸裂开，脑内回响着一个声音……
95,TEXT_JOBDRK350_02055_FRAY_000_121,(-？？？？-)……好疼……好痛苦……<br>对一切都绝望了……
96,TEXT_JOBDRK350_02055_FRAY_000_122,(-？？？？-)要战斗到什么时候才能看到希望……<br>战斗到什么时候才是尽头？
97,TEXT_JOBDRK350_02055_FRAY_000_123,(-？？？？-)为什么还要站起来……<br>到底为了什么而战斗……<br>好痛……好痛……无法呼吸……谁来救救我……
98,TEXT_JOBDRK350_02055_FRAY_000_124,仪式成功了，<br>……如何，<name:玩家全名>，<br>你又听到那个声音了吗？
99,TEXT_JOBDRK350_02055_FRAY_000_125,虽然听到了声音，但还是不知道声音的主人是谁？
100,TEXT_JOBDRK350_02055_FRAY_000_126,但至少我之前的猜测是正确的。<br>暗黑之力将你与等待帮助的弱者联系到了一起……
101,TEXT_JOBDRK350_02055_FRAY_000_127,想要找到声音的主人也许需要巨大的暗黑之力，<br>但只有你才能去保护他。
102,TEXT_JOBDRK350_02055_FRAY_000_128,如果他微弱的声音传达到了你的心房……<br>那么他的身边就是你应该去的地方。<br>我说的对吗，<name:玩家全名>？
103,TEXT_JOBDRK350_02055_FRAY_000_129,……你真是个集温柔与强大于一身的人。<br>能被你这样的暗黑骑士保护，想必是十分幸福的事情。
104,TEXT_JOBDRK350_02055_FRAY_000_130,过去，我曾和像你一样的人一起旅行过。<br>赤足踏入无垠的未知世界，<br>所闻所见无不震慑我的心扉……
105,TEXT_JOBDRK350_02055_FRAY_000_131,但就在这里，<br><if (<param:性别> 她) { 他 }>打倒了恐怖的威胁，成为了英雄。
106,TEXT_JOBDRK350_02055_FRAY_000_132,……别看英雄这个称号叫起来响亮，<br>随着要处理的事情越来越多，“伤口”也越来越深，<br>渐渐<if (<param:性别> 她) { 他 }>开始看不见自我了……
107,TEXT_JOBDRK350_02055_FRAY_000_133,那以后，我与<if (<param:性别> 她) { 他 }>之间的隔阂越来越大，<br>最后已经无法听到对方的声音。
108,TEXT_JOBDRK350_02055_FRAY_000_134,因此，我希望你不要丧失掉自我，<br>一旦决定要守护，就要守护到底。
109,TEXT_JOBDRK350_02055_FRAY_000_135,待你再次有所进步，<br>我将会再为你举办传授暗黑之力的仪式。<br>……相信我们还会再会。
