Index,0:？,1:？
47,TEXT_LUCKZF006_03465_TODO_23,
48,TEXT_LUCKZF006_03465_NYMET_000_000,从异乡来访的隆卡同盟者啊，你来得正好。<br>我有事情想求你。
49,TEXT_LUCKZF006_03465_NYMET_000_001,前些日子，有一个少女入侵到了我们的森林里。<br>我就往她脚边放箭警告她，结果吓得她屁股着地摔倒后连忙逃走了。<br>那时候她把这个{{EventItem|2002864|0}}掉在了地上。
50,TEXT_LUCKZF006_03465_NYMET_000_002,虽然很想把这个物归原主，<br>可是毕竟我朝她射过箭，所以也不方便去拜访她的领地。<br>能请你帮这个忙吗？
51,TEXT_LUCKZF006_03465_NYMET_000_003,我希望你能将这个{{EventItem|2002864|0}}，<br>顺便再捎上一朵生长在伊奇丝玛雅艾禁林的{{EventItem|2002865|0}}，<br>交给蛇行枝的扎着两束发辫的少女。
52,TEXT_LUCKZF006_03465_NYMET_000_004,{{EventItem|2002865|0}}代表着我的歉意。<br>把一切事情都推给你实在不好意思，<br>不过这样的话，就不会让她感到害怕了吧……
53,TEXT_LUCKZF006_03465_NYMET_000_010,我希望你能将这个{{EventItem|2002864|0}}，<br>顺便再捎上一朵生长在伊奇丝玛雅艾禁林的{{EventItem|2002865|0}}，<br>交给蛇行枝的扎着两束发辫的少女。
54,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLA03465_000_020,{{EventItem|2002864|0}}？<br>不是，这不是我的东西。<br>比起耳饰我更喜欢项链什么的！
55,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLB03465_000_021,我没有丢耳饰……<br>不过这个和我朋友丢失的那个很像……
56,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLC03465_000_022,{{EventItem|2002864|0}}？<br>嗯，之前我去东边的森林时弄丢了……
57,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLC03465_000_023,哇！好厉害！<br>是<if (<param:性别> 姐姐) { 哥哥 }>找到的吗？！<br>而且还有{{EventItem|2002865|0}}！
58,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLC03465_000_024,是这样啊，那个维斯族的姐姐果然真是个温柔的人呢。
59,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLC03465_000_025,玛托雅大人曾经说过。<br>“那些人也有着守护森林的重要使命”。<br>如果打扰了她们，对方会生气也是理所应当的。
60,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLC03465_000_026,<if (<param:性别> 姐姐) { 哥哥 }>，能请你把我的戒指交给维斯族的姐姐吗？<br>希望你能向她转达一下，<br>“对不起，我不该擅自进入森林，请你以后也继续努力”。
61,TEXT_LUCKZF006_03465_SLITHERBOUGHGIRLC03465_000_030,<if (<param:性别> 姐姐) { 哥哥 }>，能请你把我的戒指交给维斯族的姐姐吗？<br>希望你能向她转达一下，<br>“对不起，我不该擅自进入森林，请你以后也继续努力”。
62,TEXT_LUCKZF006_03465_NYMET_000_040,你顺利将耳饰还给她了吗？
63,TEXT_LUCKZF006_03465_NYMET_000_041,是吗？她是个聪明而又善良的孩子啊。<br>我会为戒指穿个线，贴身挂在自己的脖子上的。<br>感谢你听从了我任性的请求。
